2026-05-17 22:03:46 - INFO - train: 180887, valid: 7703, test: 20170
2026-05-17 22:06:45 - INFO - epoch-0, train_loss-6.6480, train_rmse-2.5784, valid_rmse-1.0486, valid_pr-0.4602
2026-05-17 22:09:41 - INFO - epoch-1, train_loss-1.5558, train_rmse-1.2473, valid_rmse-0.9951, valid_pr-0.5209
2026-05-17 22:12:39 - INFO - epoch-2, train_loss-1.3092, train_rmse-1.1442, valid_rmse-0.9744, valid_pr-0.5504
2026-05-17 22:15:41 - INFO - epoch-3, train_loss-1.1623, train_rmse-1.0781, valid_rmse-0.9405, valid_pr-0.5897
2026-05-17 22:18:46 - INFO - epoch-4, train_loss-1.0486, train_rmse-1.0240, valid_rmse-0.8884, valid_pr-0.6472
2026-05-17 22:22:01 - INFO - epoch-5, train_loss-0.9620, train_rmse-0.9808, valid_rmse-0.8726, valid_pr-0.6644
2026-05-17 22:25:19 - INFO - epoch-6, train_loss-0.8870, train_rmse-0.9418, valid_rmse-0.8327, valid_pr-0.7020
2026-05-17 22:28:40 - INFO - epoch-7, train_loss-0.8269, train_rmse-0.9093, valid_rmse-0.8251, valid_pr-0.7108
2026-05-17 22:31:57 - INFO - epoch-8, train_loss-0.7760, train_rmse-0.8809, valid_rmse-0.7896, valid_pr-0.7362
2026-05-17 22:35:08 - INFO - epoch-9, train_loss-0.7286, train_rmse-0.8536, valid_rmse-0.7752, valid_pr-0.7489
2026-05-17 22:38:08 - INFO - epoch-10, train_loss-0.6918, train_rmse-0.8318, valid_rmse-0.7695, valid_pr-0.7579
2026-05-17 22:41:09 - INFO - epoch-11, train_loss-0.6601, train_rmse-0.8125, valid_rmse-0.7576, valid_pr-0.7614
2026-05-17 22:44:06 - INFO - epoch-12, train_loss-0.6340, train_rmse-0.7963, valid_rmse-0.7334, valid_pr-0.7773
2026-05-17 22:47:00 - INFO - epoch-13, train_loss-0.6083, train_rmse-0.7799, valid_rmse-0.7299, valid_pr-0.7818
2026-05-17 22:49:54 - INFO - epoch-14, train_loss-0.5907, train_rmse-0.7685, valid_rmse-0.7278, valid_pr-0.7863
2026-05-17 22:52:57 - INFO - epoch-15, train_loss-0.5673, train_rmse-0.7532, valid_rmse-0.7171, valid_pr-0.7882
2026-05-17 22:55:49 - INFO - epoch-16, train_loss-0.5497, train_rmse-0.7415, valid_rmse-0.7159, valid_pr-0.7892
2026-05-17 22:58:40 - INFO - epoch-17, train_loss-0.5375, train_rmse-0.7331, valid_rmse-0.7185, valid_pr-0.7919
2026-05-17 23:01:31 - INFO - epoch-18, train_loss-0.5205, train_rmse-0.7215, valid_rmse-0.7015, valid_pr-0.7996
2026-05-17 23:04:29 - INFO - epoch-19, train_loss-0.5088, train_rmse-0.7133, valid_rmse-0.7074, valid_pr-0.7964
2026-05-17 23:07:29 - INFO - epoch-20, train_loss-0.4966, train_rmse-0.7047, valid_rmse-0.7081, valid_pr-0.7953
2026-05-17 23:10:26 - INFO - epoch-21, train_loss-0.4830, train_rmse-0.6950, valid_rmse-0.7073, valid_pr-0.8013
2026-05-17 23:13:21 - INFO - epoch-22, train_loss-0.4744, train_rmse-0.6888, valid_rmse-0.7017, valid_pr-0.8038
2026-05-17 23:16:16 - INFO - epoch-23, train_loss-0.4631, train_rmse-0.6805, valid_rmse-0.6951, valid_pr-0.8061
2026-05-17 23:19:13 - INFO - epoch-24, train_loss-0.4549, train_rmse-0.6744, valid_rmse-0.6967, valid_pr-0.8050
2026-05-17 23:22:05 - INFO - epoch-25, train_loss-0.4438, train_rmse-0.6662, valid_rmse-0.6923, valid_pr-0.8080
2026-05-17 23:24:57 - INFO - epoch-26, train_loss-0.4367, train_rmse-0.6608, valid_rmse-0.6959, valid_pr-0.8064
2026-05-17 23:27:53 - INFO - epoch-27, train_loss-0.4312, train_rmse-0.6567, valid_rmse-0.7093, valid_pr-0.8136
2026-05-17 23:30:54 - INFO - epoch-28, train_loss-0.4231, train_rmse-0.6505, valid_rmse-0.6924, valid_pr-0.8110
2026-05-17 23:33:52 - INFO - epoch-29, train_loss-0.4190, train_rmse-0.6473, valid_rmse-0.6850, valid_pr-0.8142
2026-05-17 23:36:50 - INFO - epoch-30, train_loss-0.4118, train_rmse-0.6417, valid_rmse-0.6841, valid_pr-0.8117
2026-05-17 23:39:42 - INFO - epoch-31, train_loss-0.4058, train_rmse-0.6370, valid_rmse-0.6945, valid_pr-0.8108
2026-05-17 23:42:35 - INFO - epoch-32, train_loss-0.3979, train_rmse-0.6308, valid_rmse-0.6808, valid_pr-0.8132
2026-05-17 23:45:28 - INFO - epoch-33, train_loss-0.3937, train_rmse-0.6274, valid_rmse-0.7163, valid_pr-0.8113
2026-05-17 23:48:24 - INFO - epoch-34, train_loss-0.3876, train_rmse-0.6226, valid_rmse-0.6845, valid_pr-0.8121
2026-05-17 23:51:19 - INFO - epoch-35, train_loss-0.3865, train_rmse-0.6217, valid_rmse-0.6861, valid_pr-0.8153
2026-05-17 23:54:25 - INFO - epoch-36, train_loss-0.3780, train_rmse-0.6148, valid_rmse-0.7018, valid_pr-0.8165
2026-05-17 23:57:33 - INFO - epoch-37, train_loss-0.3769, train_rmse-0.6140, valid_rmse-0.6694, valid_pr-0.8207
2026-05-18 00:00:34 - INFO - epoch-38, train_loss-0.3689, train_rmse-0.6074, valid_rmse-0.7131, valid_pr-0.8154
2026-05-18 00:03:31 - INFO - epoch-39, train_loss-0.3666, train_rmse-0.6055, valid_rmse-0.6724, valid_pr-0.8173
2026-05-18 00:06:26 - INFO - epoch-40, train_loss-0.3616, train_rmse-0.6014, valid_rmse-0.6729, valid_pr-0.8220
2026-05-18 00:09:25 - INFO - epoch-41, train_loss-0.3573, train_rmse-0.5978, valid_rmse-0.6862, valid_pr-0.8181
2026-05-18 00:12:39 - INFO - epoch-42, train_loss-0.3573, train_rmse-0.5977, valid_rmse-0.6728, valid_pr-0.8211
2026-05-18 00:15:54 - INFO - epoch-43, train_loss-0.3488, train_rmse-0.5906, valid_rmse-0.6720, valid_pr-0.8181
2026-05-18 00:19:06 - INFO - epoch-44, train_loss-0.3489, train_rmse-0.5907, valid_rmse-0.6766, valid_pr-0.8189
2026-05-18 00:22:16 - INFO - epoch-45, train_loss-0.3441, train_rmse-0.5866, valid_rmse-0.6673, valid_pr-0.8206
2026-05-18 00:25:09 - INFO - epoch-46, train_loss-0.3446, train_rmse-0.5870, valid_rmse-0.6832, valid_pr-0.8199
2026-05-18 00:28:06 - INFO - epoch-47, train_loss-0.3386, train_rmse-0.5819, valid_rmse-0.6709, valid_pr-0.8213
2026-05-18 00:31:05 - INFO - epoch-48, train_loss-0.3361, train_rmse-0.5797, valid_rmse-0.6776, valid_pr-0.8172
2026-05-18 00:34:11 - INFO - epoch-49, train_loss-0.3327, train_rmse-0.5768, valid_rmse-0.6691, valid_pr-0.8207
2026-05-18 00:37:13 - INFO - epoch-50, train_loss-0.3305, train_rmse-0.5749, valid_rmse-0.6699, valid_pr-0.8207
2026-05-18 00:40:20 - INFO - epoch-51, train_loss-0.3276, train_rmse-0.5723, valid_rmse-0.6666, valid_pr-0.8204
2026-05-18 00:43:23 - INFO - epoch-52, train_loss-0.3239, train_rmse-0.5691, valid_rmse-0.6640, valid_pr-0.8239
2026-05-18 00:46:22 - INFO - epoch-53, train_loss-0.3213, train_rmse-0.5668, valid_rmse-0.6878, valid_pr-0.8193
2026-05-18 00:49:18 - INFO - epoch-54, train_loss-0.3185, train_rmse-0.5644, valid_rmse-0.6773, valid_pr-0.8208
2026-05-18 00:52:18 - INFO - epoch-55, train_loss-0.3191, train_rmse-0.5649, valid_rmse-0.6853, valid_pr-0.8141
2026-05-18 00:55:30 - INFO - epoch-56, train_loss-0.3178, train_rmse-0.5638, valid_rmse-0.6853, valid_pr-0.8173
2026-05-18 00:58:40 - INFO - epoch-57, train_loss-0.3121, train_rmse-0.5586, valid_rmse-0.6664, valid_pr-0.8207
2026-05-18 01:01:40 - INFO - epoch-58, train_loss-0.3106, train_rmse-0.5574, valid_rmse-0.6646, valid_pr-0.8217
2026-05-18 01:04:49 - INFO - epoch-59, train_loss-0.3099, train_rmse-0.5567, valid_rmse-0.6644, valid_pr-0.8224
2026-05-18 01:07:58 - INFO - epoch-60, train_loss-0.3062, train_rmse-0.5534, valid_rmse-0.6742, valid_pr-0.8222
2026-05-18 01:11:07 - INFO - epoch-61, train_loss-0.3050, train_rmse-0.5523, valid_rmse-0.6530, valid_pr-0.8289
2026-05-18 01:14:19 - INFO - epoch-62, train_loss-0.3004, train_rmse-0.5481, valid_rmse-0.6841, valid_pr-0.8254
2026-05-18 01:17:36 - INFO - epoch-63, train_loss-0.3008, train_rmse-0.5485, valid_rmse-0.6814, valid_pr-0.8198
2026-05-18 01:20:40 - INFO - epoch-64, train_loss-0.2991, train_rmse-0.5469, valid_rmse-0.6810, valid_pr-0.8245
2026-05-18 01:23:52 - INFO - epoch-65, train_loss-0.2955, train_rmse-0.5436, valid_rmse-0.6707, valid_pr-0.8271
2026-05-18 01:27:06 - INFO - epoch-66, train_loss-0.2968, train_rmse-0.5448, valid_rmse-0.6638, valid_pr-0.8285
2026-05-18 01:30:26 - INFO - epoch-67, train_loss-0.2922, train_rmse-0.5406, valid_rmse-0.6789, valid_pr-0.8210
2026-05-18 01:33:52 - INFO - epoch-68, train_loss-0.2920, train_rmse-0.5404, valid_rmse-0.6765, valid_pr-0.8271
2026-05-18 01:37:10 - INFO - epoch-69, train_loss-0.2905, train_rmse-0.5390, valid_rmse-0.6671, valid_pr-0.8232
2026-05-18 01:40:14 - INFO - epoch-70, train_loss-0.2871, train_rmse-0.5358, valid_rmse-0.6717, valid_pr-0.8219
2026-05-18 01:43:30 - INFO - epoch-71, train_loss-0.2879, train_rmse-0.5365, valid_rmse-0.6691, valid_pr-0.8224
2026-05-18 01:46:54 - INFO - epoch-72, train_loss-0.2856, train_rmse-0.5344, valid_rmse-0.6698, valid_pr-0.8244
2026-05-18 01:50:17 - INFO - epoch-73, train_loss-0.2838, train_rmse-0.5328, valid_rmse-0.6796, valid_pr-0.8214
2026-05-18 01:53:35 - INFO - epoch-74, train_loss-0.2819, train_rmse-0.5309, valid_rmse-0.7011, valid_pr-0.8127
2026-05-18 01:56:58 - INFO - epoch-75, train_loss-0.2800, train_rmse-0.5292, valid_rmse-0.6663, valid_pr-0.8268
2026-05-18 02:00:14 - INFO - epoch-76, train_loss-0.2812, train_rmse-0.5302, valid_rmse-0.6699, valid_pr-0.8234
2026-05-18 02:03:35 - INFO - epoch-77, train_loss-0.2787, train_rmse-0.5279, valid_rmse-0.6712, valid_pr-0.8194
2026-05-18 02:06:59 - INFO - epoch-78, train_loss-0.2757, train_rmse-0.5251, valid_rmse-0.6779, valid_pr-0.8207
2026-05-18 02:10:25 - INFO - epoch-79, train_loss-0.2753, train_rmse-0.5247, valid_rmse-0.6711, valid_pr-0.8251
2026-05-18 02:13:40 - INFO - epoch-80, train_loss-0.2740, train_rmse-0.5235, valid_rmse-0.6669, valid_pr-0.8209
2026-05-18 02:16:51 - INFO - epoch-81, train_loss-0.2713, train_rmse-0.5209, valid_rmse-0.6617, valid_pr-0.8229
2026-05-18 02:20:05 - INFO - epoch-82, train_loss-0.2712, train_rmse-0.5208, valid_rmse-0.6734, valid_pr-0.8213
2026-05-18 02:23:22 - INFO - epoch-83, train_loss-0.2698, train_rmse-0.5194, valid_rmse-0.6754, valid_pr-0.8228
2026-05-18 02:26:22 - INFO - epoch-84, train_loss-0.2696, train_rmse-0.5192, valid_rmse-0.6621, valid_pr-0.8253
2026-05-18 02:29:32 - INFO - epoch-85, train_loss-0.2684, train_rmse-0.5180, valid_rmse-0.6958, valid_pr-0.8128
2026-05-18 02:32:48 - INFO - epoch-86, train_loss-0.2684, train_rmse-0.5181, valid_rmse-0.6770, valid_pr-0.8194
2026-05-18 02:36:01 - INFO - epoch-87, train_loss-0.2654, train_rmse-0.5152, valid_rmse-0.6620, valid_pr-0.8246
2026-05-18 02:39:14 - INFO - epoch-88, train_loss-0.2633, train_rmse-0.5131, valid_rmse-0.6693, valid_pr-0.8245
2026-05-18 02:42:24 - INFO - epoch-89, train_loss-0.2635, train_rmse-0.5134, valid_rmse-0.7024, valid_pr-0.8092
2026-05-18 02:45:26 - INFO - epoch-90, train_loss-0.2619, train_rmse-0.5118, valid_rmse-0.6909, valid_pr-0.8165
2026-05-18 02:48:24 - INFO - epoch-91, train_loss-0.2642, train_rmse-0.5140, valid_rmse-0.6763, valid_pr-0.8228
2026-05-18 02:51:19 - INFO - epoch-92, train_loss-0.2606, train_rmse-0.5105, valid_rmse-0.6768, valid_pr-0.8206
2026-05-18 02:54:18 - INFO - epoch-93, train_loss-0.2588, train_rmse-0.5087, valid_rmse-0.6909, valid_pr-0.8149
2026-05-18 02:57:18 - INFO - epoch-94, train_loss-0.2582, train_rmse-0.5082, valid_rmse-0.6772, valid_pr-0.8254
2026-05-18 03:00:24 - INFO - epoch-95, train_loss-0.2570, train_rmse-0.5069, valid_rmse-0.7008, valid_pr-0.8091
2026-05-18 03:03:29 - INFO - epoch-96, train_loss-0.2574, train_rmse-0.5073, valid_rmse-0.6865, valid_pr-0.8143
2026-05-18 03:06:37 - INFO - epoch-97, train_loss-0.2553, train_rmse-0.5053, valid_rmse-0.6881, valid_pr-0.8165
2026-05-18 03:09:48 - INFO - epoch-98, train_loss-0.2545, train_rmse-0.5045, valid_rmse-0.6743, valid_pr-0.8275
2026-05-18 03:12:59 - INFO - epoch-99, train_loss-0.2551, train_rmse-0.5051, valid_rmse-0.6620, valid_pr-0.8243
2026-05-18 03:16:13 - INFO - epoch-100, train_loss-0.2533, train_rmse-0.5033, valid_rmse-0.6781, valid_pr-0.8202
2026-05-18 03:19:26 - INFO - epoch-101, train_loss-0.2522, train_rmse-0.5022, valid_rmse-0.6682, valid_pr-0.8254
2026-05-18 03:22:39 - INFO - epoch-102, train_loss-0.2528, train_rmse-0.5028, valid_rmse-0.6648, valid_pr-0.8264
2026-05-18 03:25:59 - INFO - epoch-103, train_loss-0.2502, train_rmse-0.5002, valid_rmse-0.6572, valid_pr-0.8289
2026-05-18 03:29:09 - INFO - epoch-104, train_loss-0.2470, train_rmse-0.4970, valid_rmse-0.6886, valid_pr-0.8113
2026-05-18 03:32:23 - INFO - epoch-105, train_loss-0.2463, train_rmse-0.4962, valid_rmse-0.6592, valid_pr-0.8271
2026-05-18 03:35:32 - INFO - epoch-106, train_loss-0.2486, train_rmse-0.4986, valid_rmse-0.6582, valid_pr-0.8273
2026-05-18 03:38:37 - INFO - epoch-107, train_loss-0.2470, train_rmse-0.4970, valid_rmse-0.6709, valid_pr-0.8208
2026-05-18 03:41:49 - INFO - epoch-108, train_loss-0.2464, train_rmse-0.4964, valid_rmse-0.6844, valid_pr-0.8187
2026-05-18 03:44:53 - INFO - epoch-109, train_loss-0.2443, train_rmse-0.4943, valid_rmse-0.6793, valid_pr-0.8271
2026-05-18 03:48:05 - INFO - epoch-110, train_loss-0.2432, train_rmse-0.4932, valid_rmse-0.6599, valid_pr-0.8295
2026-05-18 03:51:00 - INFO - epoch-111, train_loss-0.2424, train_rmse-0.4924, valid_rmse-0.6569, valid_pr-0.8285
2026-05-18 03:53:58 - INFO - epoch-112, train_loss-0.2430, train_rmse-0.4929, valid_rmse-0.6525, valid_pr-0.8310
2026-05-18 03:56:48 - INFO - epoch-113, train_loss-0.2439, train_rmse-0.4938, valid_rmse-0.6567, valid_pr-0.8312
2026-05-18 03:59:42 - INFO - epoch-114, train_loss-0.2418, train_rmse-0.4917, valid_rmse-0.6589, valid_pr-0.8297
2026-05-18 04:02:40 - INFO - epoch-115, train_loss-0.2406, train_rmse-0.4905, valid_rmse-0.6606, valid_pr-0.8291
2026-05-18 04:05:37 - INFO - epoch-116, train_loss-0.2408, train_rmse-0.4907, valid_rmse-0.6606, valid_pr-0.8267
2026-05-18 04:08:32 - INFO - epoch-117, train_loss-0.2398, train_rmse-0.4897, valid_rmse-0.6557, valid_pr-0.8286
2026-05-18 04:11:31 - INFO - epoch-118, train_loss-0.2380, train_rmse-0.4879, valid_rmse-0.6618, valid_pr-0.8290
2026-05-18 04:14:29 - INFO - epoch-119, train_loss-0.2378, train_rmse-0.4876, valid_rmse-0.6523, valid_pr-0.8319
2026-05-18 04:17:37 - INFO - epoch-120, train_loss-0.2396, train_rmse-0.4895, valid_rmse-0.6832, valid_pr-0.8222
2026-05-18 04:20:48 - INFO - epoch-121, train_loss-0.2388, train_rmse-0.4887, valid_rmse-0.6644, valid_pr-0.8260
